Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve,42,2017S000807,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,87,2017S000809,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,51,2017S000810,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000811,Hombre,Conductor,Ciclomotor
Cruzar por fuera paso de peatones,Herido leve,10,2017S000812,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,31,2017S000813,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2017S000814,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2017S000815,Hombre,Conductor,Turismo
Cruzar por fuera paso de peatones,Herido leve,15,2017S000816,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,32,2017S000817,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,27,2017S000818,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,49,2017S000819,Hombre,Peatón,Turismo
Cruzar por fuera paso de peatones,Herido leve,26,2017S000820,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,53,2017S000821,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,57,2017S000821,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,64,2017S000822,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,56,2017S000824,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,61,2017S000824,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,23,2017S000825,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,36,2017S000825,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido grave,46,2017S000826,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,51,2017S000827,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,21,2017S000828,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,22,2017S000830,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,62,2017S000831,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,32,2017S000831,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,40,2017S000831,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,42,2017S000832,Mujer,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Muerte,72,2017S000833,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,48,2017S000834,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2017S000835,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2017S000836,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000837,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000840,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,76,2017S000841,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,60,2017S000842,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000843,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,56,2017S000843,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000844,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000845,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2017S000846,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,33,2017S000847,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,38,2017S000849,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,30,2017S000850,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000851,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2017S000852,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000854,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2017S000854,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2017S000855,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000856,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,77,2017S000857,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,22,2017S000858,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000860,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000860,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,19,2017S000861,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000862,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,22,2017S000862,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,28,2017S000863,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2017S000863,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000864,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,69,2017S000866,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,57,2017S000866,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,36,2017S000867,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000868,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,30,2017S000869,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido grave,59,2017S000870,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,61,2017S000870,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,27,2017S000871,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,42,2017S000872,Mujer,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,46,2017S000873,Mujer,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,55,2017S000873,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,23,2017S000874,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2017S000874,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,30,2017S000875,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2017S000876,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,36,2017S000877,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,47,2017S000877,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,26,2017S000878,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000879,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,40,2017S000879,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2017S000880,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2017S000881,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,22,2017S000881,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,23,2017S000881,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2017S000882,Hombre,Conductor,Tractocamión
No es debido al peatón,Herido leve,50,2017S000882,Hombre,Conductor,Tractocamión
No es debido al peatón,Herido leve,29,2017S000883,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2017S000884,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2017S000884,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,25,2017S000885,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,18,2017S000886,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,18,2017S000886,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,62,2017S000887,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,28,2017S000887,Mujer,Conductor,Turismo
No es debido al peatón,Herido grave,51,2017S000888,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,13,2017S000889,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,26,2017S000889,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2017S000890,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2017S000891,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000892,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,46,2017S000893,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave,-1,2017S000894,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000895,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000896,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido grave,28,2017S000897,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000898,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2017S000898,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2017S000900,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,81,2017S000901,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000902,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000903,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2017S000904,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,59,2017S000904,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,70,2017S000905,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,20,2017S000906,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2017S000907,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000908,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,86,2017S000909,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,40,2017S000910,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2017S000911,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2017S000912,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,35,2017S000913,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,50,2017S000913,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000914,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,40,2017S000915,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,29,2017S000916,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2017S000917,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000918,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2017S000919,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,50,2017S000919,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,51,2017S000919,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,58,2017S000919,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,35,2017S000919,Hombre,Pasajero,Autobús
Desobedecer la señan del semáforo,Herido leve,44,2017S000920,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,48,2017S000921,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000923,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2017S000924,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2017S000925,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,45,2017S000926,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,61,2017S000927,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,89,2017S000928,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000929,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,44,2017S000930,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000931,Mujer,Pasajero,Furgoneta
No es debido al peatón,Herido leve,51,2017S000931,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,33,2017S000932,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2017S000933,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000934,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,11,2017S000935,Hombre,Peatón,Furgoneta
Cruzar por fuera paso de peatones,Herido leve,3,2017S000936,Hombre,Peatón,Todo terreno
Transitar a pie por la calzada,Herido leve,18,2017S000937,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,35,2017S000938,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000939,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2017S000940,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,51,2017S000941,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,13,2017S000942,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,20,2017S000943,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,39,2017S000944,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,28,2017S000946,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000947,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,24,2017S000947,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000948,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,16,2017S000950,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,48,2017S000950,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,32,2017S000951,Hombre,Conductor,Bicicleta
Desobedecer la señan del semáforo,Herido leve,66,2017S000951,Hombre,Peatón,Bicicleta
No es debido al peatón,Herido leve,39,2017S000952,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2017S000953,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,6,2017S000954,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,31,2017S000955,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000956,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,31,2017S000956,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2017S000956,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,21,2017S000957,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,25,2017S000957,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,80,2017S000958,Hombre,Peatón,Turismo
Transitar a pie por la calzada,Herido leve,11,2017S000959,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,31,2017S000960,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000961,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,22,2017S000962,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,18,2017S000963,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000964,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,30,2017S000964,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000965,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,45,2017S000967,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000968,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000969,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000970,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000971,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,44,2017S000971,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,62,2017S000971,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,44,2017S000972,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2017S000973,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2017S000973,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,24,2017S000975,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000976,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,16,2017S000977,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,24,2017S000978,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,17,2017S000980,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000981,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,37,2017S000981,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,36,2017S000981,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,22,2017S000982,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,2,2017S000983,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,40,2017S000983,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,41,2017S000983,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,35,2017S000984,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,51,2017S000985,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,34,2017S000986,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,60,2017S000986,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2017S000987,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,38,2017S000987,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,21,2017S000988,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000989,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,76,2017S000990,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2017S000991,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,40,2017S000991,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,73,2017S000991,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,81,2017S000991,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,59,2017S000992,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000994,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2017S000996,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000997,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2017S000998,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,50,2017S000998,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000999,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,6,2017S001000,Hombre,Peatón,Bicicleta
